Ignore,Year,Month,Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,System Transaction Number,Amount
194743,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"717,658.59"
194744,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"10,909.27"
194745,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"1,941,805.26"
194746,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"-10,909.27"
194747,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"10,909.27"
194748,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"-75,349.44"
194749,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"-147,827.59"
194750,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"-717,658.59"
194751,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"-1,941,805.26"
194752,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"-10,909.27"
194753,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"74,787.89"
194754,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"198,047.07"
194755,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"717,658.59"
194756,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"9,993.05"
194757,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1164463,"1,893,063.55"
194758,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1164486,"149,363.42"
194759,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1164486,"26,138.60"
194760,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ORACLE CORPORATION (UK) LTD,1164492,"154,335.68"
194761,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Information Systems Under Â£3000,DG CENTRAL GROUP,ORACLE CORPORATION (UK) LTD,1164492,"34,330.34"
194762,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,ORACLE CORPORATION (UK) LTD,1164492,"33,016.55"
194763,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,24-May-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,COB EMPLOYEE EXPENSES,3007255,"70,049.34"
194764,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,25-May-10,FTN Unitary Payment,DG CENTRAL GROUP,GLOBAL CROSSING,1164563,"48,044.49"
194765,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,25-May-10,FTN Unitary Payment,DG CENTRAL GROUP,GLOBAL CROSSING,1164563,"8,407.79"
194766,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,25-May-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1164616,84
194767,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,25-May-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1164616,240
194768,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,25-May-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1164616,14
194769,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,25-May-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1164616,"23,420.00"
194770,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,25-May-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1164616,540
194771,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,25-May-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1164616,"1,080.00"
194772,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,25-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,RADA ENTERPRISES LIMITED,1164616,"4,441.15"
194773,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,26-May-10,Information Systems Maintenance,DG CHANGE & DELIVERY,3M UNITED KINGDOM PLC,1164652,"180,000.00"
194774,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,26-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,3M UNITED KINGDOM PLC,1164652,"31,500.00"
194775,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,26-May-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1164689,"1,526.59"
194776,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,26-May-10,Procurement Consultancy,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1164689,"19,329.75"
194777,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,26-May-10,Programme and Project Management Consultancy,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1164689,"9,900.00"
194778,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,26-May-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1164689,267.15
194779,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,26-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1164689,"1,732.50"
194780,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,26-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1164689,"3,382.71"
194781,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,26-May-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,KERRY CENTRE,1216169,"65,305.73"
194782,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,26-May-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,VALUATION OFFICE AGENCY,4006826,"28,337.00"
194783,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,26-May-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,ROOFTOP PRODUCTIONS,700001369,"76,219.51"
194784,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,26-May-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,ROOFTOP PRODUCTIONS,700001369,"3,464.52"
194785,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,27-May-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INSTITUTE OF PEACE AND CONFLICT STUDIES,18673,"37,976.55"
194786,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,27-May-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,CHRISTIAN AID,1164766,"32,657.79"
194787,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,27-May-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,GREAT BRITAIN-CHINA CENTRE,1164778,"75,000.00"
194788,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,27-May-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1164781,"570,945.00"
194789,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,27-May-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1164781,"570,945.00"
194790,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,27-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1164781,"199,830.76"
194791,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,27-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1164781,-0.01
194792,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,27-May-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,TRP EMPLOYEE EXPENSES,3000740,"32,414.44"
194793,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,27-May-10,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,GHA EMPLOYEE EXPENSES,10649278,"138,972.53"
194794,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,27-May-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,FISCAL CRIME LIAISON OFFICE,300002550,"26,859.58"
194795,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,Human Rights: Policy and Prisoners,DG CHANGE & DELIVERY,DBN PRISONERS,1164854,"92,000.00"
194796,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1164864,"31,573.92"
194797,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1164864,"20,636.25"
194798,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1164864,"5,525.44"
194799,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1164864,"3,611.34"
194800,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1164864,-0.01
194801,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1164864,"-31,573.92"
194802,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1164864,"-20,636.25"
194803,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1164864,"-5,525.44"
194804,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1164864,"-3,611.34"
194805,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1164864,0.01
194806,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1164864,"20,636.25"
194807,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1164864,"31,573.92"
194808,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,1164864,"9,136.78"
194809,2010,May,Foreign & Commonwealth Office,Foreign & Commonwealth Office,28-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,1164864,-0.01
194810,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,COGENT ELECTRICAL SERVICES LTD,1164926,"62,794.99"
194811,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1164949,"55,103.00"
194812,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1164949,"9,643.03"
194813,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,LOGICA UK LTD,1164970,"824,362.00"
194814,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LOGICA UK LTD,1164970,"144,263.35"
194815,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,516
194816,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,"7,000.00"
194817,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,"11,868.00"
194818,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,"3,150.00"
194819,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,"1,225.00"
194820,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,90.3
194821,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,"2,076.90"
194822,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,551.25
194823,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,-516
194824,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,-90.3
194825,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,516
194826,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,90.3
194827,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,"-7,000.00"
194828,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,"-11,868.00"
194829,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,"-3,150.00"
194830,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,"7,000.00"
194831,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,"3,150.00"
194832,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,"11,868.00"
194833,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,"-1,225.00"
194834,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,"-2,076.90"
194835,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,-551.25
194836,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,TRIBAL CONSULTING GROUP LTD,1165014,"3,853.15"
194837,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,-516
194838,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,516
194839,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,TRIBAL CONSULTING GROUP LTD,1165014,-90.3
194840,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,TRIBAL CONSULTING GROUP LTD,1165014,90.3
194841,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,1-Jun-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,WESTMINSTER FOUNDATION FOR DEMOCRACY,1165020,"164,104.00"
194842,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,2-Jun-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001598,"14,362.48"
194843,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,2-Jun-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001598,"10,032.44"
194844,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,2-Jun-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001598,516.73
194845,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,2-Jun-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001598,"30,420.06"
194846,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,2-Jun-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001598,72.02
194847,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,2-Jun-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001598,"1,092.08"
194848,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,2-Jun-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001598,653.26
194849,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,2-Jun-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001598,"13,705.12"
194850,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,2-Jun-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001598,"8,559.42"
194851,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,2-Jun-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001598,"3,426.28"
